start_station_id,date,hour,demand_count,datetime_hour,ride_distance_km,ride_duration,is_weekend,is_peak_hour,temperature_2m,precipitation,wind_speed_10m,weather_severity,is_good_biking_weather,has_precipitation,is_comfortable_temp,is_windy,season,traffic_mean,traffic_max,traffic_sum,traffic_count
2861.02,2023-04-02,19,1,2023-04-02 19:00:00,0.312725207156356,10.172333333333334,1.0,1.0,9.3725,0.0,19.083395,5.9083395,0.0,0.0,0.0,1.0,Spring,112.5,112.5,112.5,1.0
2821.05,2023-03-05,11,1,2023-03-05 11:00:00,1.042581251405533,7.757316666666667,1.0,0.0,-0.2275,0.0,6.9527545,4.6952754500000005,0.0,0.0,0.0,0.0,Spring,44.1875,71.125,88.375,2.0
2821.05,2023-05-18,19,1,2023-05-18 19:00:00,0.5579875854515457,2.245766666666667,0.0,1.0,13.9225,0.0,21.479666,2.1479666,1.0,0.0,1.0,1.0,Spring,60.5625,100.75,242.25,4.0
3000.08,2023-01-22,8,1,2023-01-22 08:00:00,1.58688661627377,6.290983333333333,1.0,1.0,-1.9275,0.0,5.4119864,4.54119864,0.0,0.0,0.0,0.0,Winter,36.625,36.625,36.625,1.0
2923.01,2023-04-28,22,1,2023-04-28 22:00:00,0.5965962348941426,7.055133333333333,0.0,0.0,10.5725,0.3,19.652176,2.5652176,0.0,1.0,1.0,1.0,Spring,84.0625,112.0,168.125,2.0
2872.02,2023-05-08,16,1,2023-05-08 16:00:00,0.5853480497907807,96.47836666666667,0.0,1.0,21.4725,0.0,14.277983,1.4277983,1.0,0.0,1.0,0.0,Spring,234.0,411.125,468.0,2.0
3007.05,2023-05-21,22,3,2023-05-21 22:00:00,2.800673528558705,29.955772222222222,1.0,0.0,21.6225,0.0,17.698677,1.7698677,1.0,0.0,1.0,1.0,Spring,25.125,38.0,100.5,4.0
2951.05,2023-09-10,13,1,2023-09-10 13:00:00,5.253281560758918,38.1976,1.0,0.0,22.7225,0.0,6.6087217,0.66087217,1.0,0.0,1.0,0.0,Fall,52.375,56.5,104.75,2.0
2932.03,2023-03-28,7,3,2023-03-28 07:00:00,6.847224608921358,28.427694444444445,0.0,1.0,3.3225,0.0,9.007196,4.9007196,0.0,0.0,0.0,0.0,Spring,779.4583333333334,1130.125,2338.375,3.0
2951.05,2023-03-19,15,1,2023-03-19 15:00:00,0.3393865256823125,1.68035,1.0,0.0,0.92249995,0.0,25.671307,6.5671307,0.0,0.0,0.0,1.0,Spring,43.3125,66.5,173.25,4.0
2951.05,2023-07-30,13,1,2023-07-30 13:00:00,0.7435370307536383,4.457833333333334,1.0,0.0,20.322498,0.0,11.966953,1.1966953,1.0,0.0,1.0,0.0,Summer,173.3125,290.625,346.625,2.0
2821.05,2023-05-25,0,1,2023-05-25 00:00:00,1.6625666728380335,8.628333333333334,0.0,0.0,16.922499,0.0,13.044722,1.3044722,1.0,0.0,1.0,0.0,Spring,31.666666666666668,66.25,95.0,3.0
2883.03,2023-10-04,20,1,2023-10-04 20:00:00,1.067125817276965,6.396533333333333,0.0,0.0,26.322498,0.0,12.0694,5.20694,0.0,0.0,0.0,0.0,Fall,76.16666666666667,97.0,228.5,3.0
