Vol,Yr,M,D,HH,MM,WktGeom,Boro,street,Direction,datetime_hour,day_of_week,is_weekend,day_name,time_of_day,season,is_peak_hour,hourly_mean_vol,rel_volume,volume_category,vol_zscore,is_vol_outlier,boro_Bronx,boro_Brooklyn,boro_Manhattan,boro_Queens,boro_Staten Island,boro_avg_vol,boro_rel_vol,direction_cardinal,dir_EB,dir_NB,dir_SB,dir_WB,is_major_street,dow_hour_key,typical_vol_for_time,vol_vs_typical,congestion_index,location_id,location_weekday_vol,location_weekend_vol,weekday_weekend_ratio
31,2023,4,30,9,0,POINT (999725.6730184525 192836.2813155484),Brooklyn,MYRTLE AVENUE,EB,2023-04-30 09:00:00,6,1,Sunday,Morning Rush,Spring,1,179.4421265141319,0.1727576495119088,Medium-Low,-0.771350862482724,0,False,True,False,False,False,168.5789953697208,0.1838900506674157,East,True,False,False,False,0,6_9,140.36574074074073,0.2208516112008971,0.0,Brooklyn_MYRTLE AVENUE_EB,51.46853146853147,51.125,1.0067194419272658
109,2023,9,20,8,15,POINT (934809.8187338817 166982.50661650137),Staten Island,MEEKER AVENUE,EB,2023-09-20 08:15:00,2,0,Wednesday,Morning Rush,Fall,1,186.3277254374159,0.5849907722756543,Medium-High,2.1132548002596727,1,False,False,False,False,True,64.00611995104039,1.7029621555466314,East,True,False,False,False,0,2_8,249.4391891891892,0.4369802529999729,0.0,Staten Island_MEEKER AVENUE_EB,38.515625,34.182291666666664,1.1267712936157246
91,2023,6,28,6,30,POINT (1022726.375963018 184975.11727740432),Brooklyn,SUTTER AVENUE,WB,2023-06-28 06:30:00,2,0,Wednesday,Morning Rush,Summer,0,153.95760430686406,0.5910718110332589,Medium-High,0.2756904440169954,0,False,True,False,False,False,168.5789953697208,0.5398062777656397,West,False,False,False,True,0,2_6,218.3963963963964,0.4166735417869813,0.0,Brooklyn_SUTTER AVENUE_WB,81.40625,78.609375,1.035579407672431
48,2023,4,28,13,0,POINT (999725.6730184525 192836.2813155484),Brooklyn,MYRTLE AVENUE,WB,2023-04-28 13:00:00,4,0,Friday,Midday,Spring,0,195.74495289367428,0.2452170505058839,Medium-Low,0.0517495112999752,0,False,True,False,False,False,168.5789953697208,0.2847329816785792,West,False,False,False,True,0,4_13,162.81372549019608,0.2948154392725959,0.0,Brooklyn_MYRTLE AVENUE_WB,46.8513986013986,47.083333333333336,0.9950739525960764
56,2023,8,5,3,30,POINT (984352.5701271463 184795.5328561262),Brooklyn,HAMILTON AVENUE,NB,2023-08-05 03:30:00,5,1,Saturday,Early Morning,Summer,0,35.767833109017495,1.5656525747398922,Medium-Low,-1.266768692828452,0,False,True,False,False,False,168.5789953697208,0.3321884786250091,North,False,True,False,False,0,5_3,47.26923076923077,1.1847030105777054,1.923515052888527,Brooklyn_HAMILTON AVENUE_NB,293.18125,229.84375,1.275567641060503
26,2023,12,4,9,30,POINT (1002441.9849237476 229118.71658459055),Manhattan,EAST 116 STREET,WB,2023-12-04 09:30:00,0,0,Monday,Morning Rush,Winter,1,179.4421265141319,0.144893512493859,Low,-0.4522393315173233,0,False,False,True,False,False,109.86825396825397,0.2366470664721094,West,False,False,False,True,0,0_9,152.59848484848484,0.1703817703420543,0.0,Manhattan_EAST 116 STREET_WB,35.00416666666667,35.690104166666664,0.980780736957315
180,2023,11,13,20,0,POINT (1052448.1361800227 182158.9045315978),Queens,NORTH CONDUIT AVENUE,WB,2023-11-13 20:00:00,0,0,Monday,Night,Fall,0,164.86103633916554,1.0918286333569405,High,-0.4205368225797272,0,False,False,False,True,False,193.52805962670675,0.9300976837529358,West,False,False,False,True,0,0_20,118.65656565656566,1.5169830595045544,3.5849152975227714,Queens_NORTH CONDUIT AVENUE_WB,264.9604166666667,235.39583333333331,1.1255951854146384
60,2023,6,29,5,45,POINT (1022726.375963018 184975.11727740432),Brooklyn,SUTTER AVENUE,WB,2023-06-29 05:45:00,3,0,Thursday,Early Morning,Summer,0,96.092866756393,0.6243959830244968,Medium-Low,-0.5738614704480097,0,False,True,False,False,False,168.5789953697208,0.355916227098224,West,False,False,False,True,0,3_5,108.71261682242992,0.5519138601732253,0.0,Brooklyn_SUTTER AVENUE_WB,81.40625,78.609375,1.035579407672431
42,2023,3,13,20,0,POINT (1009859.3746851437 250359.40262193806),Bronx,WEST BURNSIDE AVENUE,EB,2023-03-13 20:00:00,0,0,Monday,Night,Spring,0,164.86103633916554,0.2547600144499528,Medium-Low,-0.4418247059128249,0,True,False,False,False,False,100.42338154269972,0.41822929436151,East,True,False,False,False,0,0_20,118.65656565656566,0.353962713884396,0.0,Bronx_WEST BURNSIDE AVENUE_EB,54.45625,49.723958333333336,1.095171257986802
256,2023,10,25,16,30,POINT (1007807.3102189016 253610.3799800104),Manhattan,UNIVERSITY HEIGHTS BRIDGE,EB,2023-10-25 16:30:00,2,0,Wednesday,Evening Rush,Fall,1,207.03835800807536,1.2364858495932185,High,1.5764559639413918,0,False,False,True,False,False,109.86825396825397,2.330063423725385,East,True,False,False,False,0,2_16,250.63513513513516,1.0214050789885156,1.107025394942578,Manhattan_UNIVERSITY HEIGHTS BRIDGE_EB,168.39453125,169.1875,0.9953130772072404
65,2023,3,15,14,45,POINT (1009859.3746851437 250359.40262193806),Bronx,WEST BURNSIDE AVENUE,EB,2023-03-15 14:45:00,2,0,Wednesday,Midday,Spring,0,205.67900403768505,0.3160264233294835,Medium-Low,0.4733244035201185,0,True,False,False,False,False,100.42338154269972,0.6472596222261465,East,True,False,False,False,0,2_14,248.57207207207207,0.2614935759201203,0.0,Bronx_WEST BURNSIDE AVENUE_EB,54.45625,49.723958333333336,1.095171257986802
45,2023,11,17,19,0,POINT (1050796.0649834706 182183.91991279385),Queens,BELT PARKWAY EXIT 21 WESTBOUND,NB,2023-11-17 19:00:00,4,0,Friday,Night,Fall,0,182.0104306864065,0.2472385776479614,Medium-Low,-0.019458301716148,0,False,False,False,True,False,193.52805962670675,0.2325244209382339,North,False,True,False,False,0,4_19,144.59803921568627,0.311207539494203,0.0,Queens_BELT PARKWAY EXIT 21 WESTBOUND_NB,46.72291666666667,42.333333333333336,1.1036909448818897
200,2023,4,27,8,45,POINT (995217.7671686724 195123.25472860486),Brooklyn,BQE EB EN WILLIAMSBURG STREET E,NB,2023-04-27 08:45:00,3,0,Thursday,Morning Rush,Spring,1,186.3277254374159,1.07337756380854,High,-0.19503623733316,0,False,True,False,False,False,168.5789953697208,1.1863874236607468,North,False,True,False,False,0,3_8,206.57476635514016,0.9681724613748954,0.8408623068744769,Brooklyn_BQE EB EN WILLIAMSBURG STREET E_NB,213.53125,,
9,2023,9,12,1,45,POINT (934809.8187338817 166982.50661650137),Staten Island,MEEKER AVENUE,EB,2023-09-12 01:45:00,1,0,Tuesday,Early Morning,Fall,0,53.440107671601616,0.1684128343323427,Low,-0.854524707114633,0,False,False,False,False,True,64.00611995104039,0.1406115541277035,East,True,False,False,False,0,1_1,48.191964285714285,0.1867531264474293,0.0,Staten Island_MEEKER AVENUE_EB,38.515625,34.182291666666664,1.1267712936157246
85,2023,6,17,16,30,POINT (986764.3533778538 152969.054750811),Brooklyn,BELT PARKWAY,NB,2023-06-17 16:30:00,5,1,Saturday,Evening Rush,Summer,1,207.03835800807536,0.4105519422477483,Medium-High,0.5371670223294799,0,False,True,False,False,False,168.5789953697208,0.5042146550558174,North,False,True,False,False,1,5_16,185.96875,0.4570660393211225,0.0,Brooklyn_BELT PARKWAY_NB,64.64375,56.958333333333336,1.1349305047549376
134,2023,10,15,3,0,POINT (987363.6729658039 192374.79121034782),Brooklyn,ADAMS STREET,NB,2023-10-15 03:00:00,6,1,Sunday,Early Morning,Fall,0,35.767833109017495,3.7463829466990273,Medium-High,-0.9070413459905832,0,False,True,False,False,False,168.5789953697208,0.7948795738527004,North,False,True,False,False,0,6_3,50.38657407407408,2.659438599715165,9.297192998575824,Brooklyn_ADAMS STREET_NB,176.67708333333334,228.16666666666663,0.7743334550766984
5,2023,3,6,19,0,POINT (1049945.3061012689 216034.33471385224),Queens,46 AVENUE,EB,2023-03-06 19:00:00,0,0,Monday,Night,Spring,0,182.0104306864065,0.0274709530719957,Low,-0.7422818597899579,0,False,False,False,True,False,193.52805962670675,0.0258360467709148,East,True,False,False,False,0,0_19,140.3181818181818,0.0356333009394233,0.0,Queens_46 AVENUE_EB,23.397569444444443,14.59375,1.6032595764929811
